,pmid,Dataset,Real label,times_correct,times_test,CorrectlyClassified
2392,17574990,2000V2_1103,Not Relevant,31,40,77.5
2048,15163205,pk_random,Not Relevant,35,45,77.77777777777779
1995,14703949,pk_random,Not Relevant,36,46,78.26086956521739
1089,7842707,2000V2_1103,Not Relevant,29,37,78.37837837837837
511,3301901,2000V2_1103,Not Relevant,33,42,78.57142857142857
625,3942558,pk_random,Not Relevant,33,42,78.57142857142857
2290,16883559,pk_random,Relevant,26,33,78.78787878787878
3935,30595526,2000V2_1103,Relevant,41,52,78.84615384615384
49,565216,2000V2_1103,Not Relevant,30,38,78.94736842105263
1523,10576037,2000V2_1103,Not Relevant,30,38,78.94736842105263
3226,24825764,pk_random,Not Relevant,34,43,79.06976744186046
2187,16193536,pk_random,Not Relevant,34,43,79.06976744186046
3209,24691872,pk_random,Not Relevant,34,43,79.06976744186046
859,6496872,2000V2_1103,Relevant,38,48,79.16666666666666
1663,11330555,pk_random,Not Relevant,35,44,79.54545454545455
195,1731580,2000V2_1103,Not Relevant,32,40,80.0
3710,28662343,2000V2_1103,Relevant,28,35,80.0
2080,15471733,2000V2_1103,Not Relevant,28,35,80.0
3256,25037684,2000V2_1103,Relevant,32,40,80.0
3804,29450829,random_1000_pmids,Not Relevant,36,45,80.0
3821,29537855,2000V2_1103,Relevant,37,46,80.43478260869566
1652,11256712,2000V2_1103,Not Relevant,29,36,80.55555555555556
2455,18058046,2000V2_1103,Not Relevant,34,42,80.95238095238095
3933,30554015,random_1000_pmids,Not Relevant,30,37,81.08108108108108
2903,22132770,random_1000_pmids,Relevant,26,32,81.25
1559,10709801,pk_random,Not Relevant,35,43,81.3953488372093
1070,7711446,2000V2_1103,Relevant,31,38,81.57894736842105
2664,19855983,2000V2_1103,Not Relevant,31,38,81.57894736842105
3061,23471276,2000V2_1103,Not Relevant,27,33,81.81818181818183
18,263717,random_1000_pmids,Not Relevant,27,33,81.81818181818183
1180,8327652,pk_random,Not Relevant,27,33,81.81818181818183
838,6407839,2000V2_1103,Not Relevant,36,44,81.81818181818183
1249,8762461,2000V2_1103,Relevant,32,39,82.05128205128204
633,3975900,2000V2_1103,Not Relevant,23,28,82.14285714285714
870,6546538,random_1000_pmids,Not Relevant,28,34,82.35294117647058
328,2360338,2000V2_1103,Not Relevant,28,34,82.35294117647058
3382,25983047,random_1000_pmids,Relevant,33,40,82.5
60,667825,random_1000_pmids,Not Relevant,29,35,82.85714285714286
3291,25304311,2000V2_1103,Not Relevant,29,35,82.85714285714286
766,5703766,2000V2_1103,Relevant,39,47,82.97872340425532
3012,23090839,2000V2_1103,Not Relevant,30,36,83.33333333333334
3881,30068284,2000V2_1103,Not Relevant,36,43,83.72093023255815
307,2293023,random_1000_pmids,Not Relevant,36,43,83.72093023255815
3161,24373858,random_1000_pmids,Not Relevant,31,37,83.78378378378379
2645,19723572,random_1000_pmids,Not Relevant,31,37,83.78378378378379
3871,30006023,2000V2_1103,Not Relevant,26,31,83.87096774193549
612,3829911,random_1000_pmids,Not Relevant,26,31,83.87096774193549
3928,30486979,2000V2_1103,Relevant,37,44,84.0909090909091
3751,28961171,random_1000_pmids,Relevant,43,51,84.31372549019608
3073,23589173,2000V2_1103,Not Relevant,27,32,84.375
427,2811345,2000V2_1103,Not Relevant,33,39,84.61538461538461
2993,22927759,2000V2_1103,Not Relevant,33,39,84.61538461538461
819,6331150,pk_random,Not Relevant,33,39,84.61538461538461
2832,21495269,random_1000_pmids,Relevant,33,39,84.61538461538461
494,3237526,2000V2_1103,Not Relevant,28,33,84.84848484848484
1066,7695782,2000V2_1103,Relevant,34,40,85.0
2100,15607718,random_1000_pmids,Not Relevant,40,47,85.1063829787234
902,6764389,random_1000_pmids,Not Relevant,29,34,85.29411764705883
789,6128198,random_1000_pmids,Not Relevant,35,41,85.36585365853658
394,2693775,pk_random,Not Relevant,35,41,85.36585365853658
1022,7486611,random_1000_pmids,Relevant,35,41,85.36585365853658
1254,8783774,2000V2_1103,Not Relevant,35,41,85.36585365853658
248,2003368,pk_random,Not Relevant,41,48,85.41666666666666
3348,25703950,2000V2_1103,Relevant,41,48,85.41666666666666
1999,14726131,pk_random,Relevant,41,48,85.41666666666666
3585,27611841,2000V2_1103,Not Relevant,41,48,85.41666666666666
1375,9527816,2000V2_1103,Not Relevant,24,28,85.71428571428571
2208,16364862,2000V2_1103,Not Relevant,36,42,85.71428571428571
2305,16963242,random_1000_pmids,Not Relevant,36,42,85.71428571428571
3546,27274011,random_1000_pmids,Not Relevant,30,35,85.71428571428571
1063,7662598,pk_random,Relevant,36,42,85.71428571428571
288,2223431,random_1000_pmids,Relevant,37,43,86.04651162790698
1641,11179210,2000V2_1103,Not Relevant,37,43,86.04651162790698
1848,12411841,pk_random,Not Relevant,31,36,86.11111111111111
2487,18372722,pk_random,Relevant,32,37,86.48648648648648
456,2947935,random_1000_pmids,Relevant,32,37,86.48648648648648
84,959468,2000V2_1103,Not Relevant,39,45,86.66666666666667
1918,12811422,random_1000_pmids,Not Relevant,39,45,86.66666666666667
402,2715254,random_1000_pmids,Relevant,39,45,86.66666666666667
3140,24211708,2000V2_1103,Not Relevant,39,45,86.66666666666667
1764,11871130,random_1000_pmids,Not Relevant,33,38,86.8421052631579
3358,25795051,2000V2_1103,Not Relevant,40,46,86.95652173913044
1665,11334349,random_1000_pmids,Not Relevant,40,46,86.95652173913044
1011,7415217,pk_random,Not Relevant,40,46,86.95652173913044
1540,10634921,2000V2_1103,Not Relevant,27,31,87.09677419354838
306,2286699,pk_random,Not Relevant,27,31,87.09677419354838
3981,31223456,2000V2_1103,Relevant,27,31,87.09677419354838
1635,11152017,2000V2_1103,Not Relevant,35,40,87.5
3787,29317432,random_1000_pmids,Not Relevant,35,40,87.5
3910,30274098,2000V2_1103,Not Relevant,35,40,87.5
2165,16048354,2000V2_1103,Not Relevant,28,32,87.5
1719,11563419,pk_random,Not Relevant,35,40,87.5
1427,9810146,random_1000_pmids,Not Relevant,43,49,87.75510204081633
1044,7582656,2000V2_1103,Not Relevant,36,41,87.8048780487805
2169,16098742,2000V2_1103,Not Relevant,36,41,87.8048780487805
470,3069425,pk_random,Not Relevant,29,33,87.87878787878788
571,3604530,pk_random,Relevant,29,33,87.87878787878788
55,620203,random_1000_pmids,Not Relevant,29,33,87.87878787878788
1458,10064316,2000V2_1103,Not Relevant,37,42,88.09523809523809
3901,30214302,2000V2_1103,Not Relevant,30,34,88.23529411764706
3764,29098580,2000V2_1103,Not Relevant,38,43,88.37209302325581
2154,15976862,2000V2_1103,Not Relevant,39,44,88.63636363636364
2552,18958401,pk_random,Not Relevant,40,45,88.88888888888889
244,1986642,2000V2_1103,Not Relevant,33,37,89.1891891891892
441,2867153,2000V2_1103,Not Relevant,33,37,89.1891891891892
386,2661216,random_1000_pmids,Not Relevant,33,37,89.1891891891892
3633,28093298,2000V2_1103,Relevant,42,47,89.36170212765957
3943,30651158,2000V2_1103,Relevant,34,38,89.47368421052632
3108,23881042,2000V2_1103,Not Relevant,34,38,89.47368421052632
3576,27556217,2000V2_1103,Not Relevant,35,39,89.74358974358975
3274,25147393,random_1000_pmids,Not Relevant,35,39,89.74358974358975
1389,9625049,random_1000_pmids,Not Relevant,35,39,89.74358974358975
1277,8883524,random_1000_pmids,Not Relevant,35,39,89.74358974358975
925,6871303,2000V2_1103,Relevant,35,39,89.74358974358975
478,3136914,2000V2_1103,Not Relevant,36,40,90.0
3854,29869307,2000V2_1103,Relevant,36,40,90.0
2795,21185160,pk_random,Not Relevant,36,40,90.0
117,1356330,2000V2_1103,Not Relevant,45,50,90.0
3152,24294969,2000V2_1103,Relevant,27,30,90.0
2783,21094153,2000V2_1103,Not Relevant,36,40,90.0
3368,25908834,random_1000_pmids,Not Relevant,37,41,90.2439024390244
1185,8346158,random_1000_pmids,Not Relevant,28,31,90.32258064516128
974,7127606,random_1000_pmids,Not Relevant,38,42,90.47619047619048
3155,24314992,2000V2_1103,Not Relevant,38,42,90.47619047619048
3952,30833692,2000V2_1103,Not Relevant,38,42,90.47619047619048
3093,23770213,random_1000_pmids,Relevant,38,42,90.47619047619048
3876,30055302,random_1000_pmids,Not Relevant,39,43,90.69767441860465
887,6697677,2000V2_1103,Relevant,40,44,90.9090909090909
481,3148670,2000V2_1103,Relevant,40,44,90.9090909090909
2563,19039248,2000V2_1103,Not Relevant,41,45,91.11111111111111
3137,24194513,random_1000_pmids,Relevant,31,34,91.17647058823529
792,6141607,2000V2_1103,Not Relevant,31,34,91.17647058823529
2353,17250681,2000V2_1103,Not Relevant,31,34,91.17647058823529
3826,29582929,random_1000_pmids,Not Relevant,31,34,91.17647058823529
1692,11451042,pk_random,Not Relevant,52,57,91.22807017543859
3811,29468921,random_1000_pmids,Not Relevant,32,35,91.42857142857143
3730,28785879,2000V2_1103,Relevant,43,47,91.48936170212765
3098,23793696,pk_random,Relevant,43,47,91.48936170212765
1490,10404321,random_1000_pmids,Relevant,44,48,91.66666666666666
1210,8499894,2000V2_1103,Not Relevant,33,36,91.66666666666666
3032,23249839,2000V2_1103,Not Relevant,44,48,91.66666666666666
1487,10382557,random_1000_pmids,Not Relevant,45,49,91.83673469387756
337,2387751,2000V2_1103,Not Relevant,34,37,91.8918918918919
3477,26769860,2000V2_1103,Not Relevant,34,37,91.8918918918919
2119,15748744,2000V2_1103,Not Relevant,34,37,91.8918918918919
1040,7576009,2000V2_1103,Not Relevant,34,37,91.8918918918919
2002,14738590,2000V2_1103,Not Relevant,46,50,92.0
2090,15548507,random_1000_pmids,Relevant,35,38,92.10526315789474
3080,23675922,pk_random,Not Relevant,35,38,92.10526315789474
3537,27186083,pk_random,Not Relevant,47,51,92.15686274509804
541,3429067,pk_random,Relevant,36,39,92.3076923076923
2159,15985474,random_1000_pmids,Not Relevant,36,39,92.3076923076923
154,1569060,2000V2_1103,Relevant,37,40,92.5
1452,9932889,2000V2_1103,Not Relevant,37,40,92.5
2680,19957932,2000V2_1103,Not Relevant,37,40,92.5
1603,10971229,2000V2_1103,Relevant,37,40,92.5
373,2596683,pk_random,Not Relevant,50,54,92.5925925925926
3906,30247920,random_1000_pmids,Relevant,38,41,92.6829268292683
2673,19934030,pk_random,Not Relevant,38,41,92.6829268292683
1368,9466363,random_1000_pmids,Not Relevant,38,41,92.6829268292683
613,3834082,pk_random,Relevant,38,41,92.6829268292683
897,6752084,pk_random,Not Relevant,39,42,92.85714285714286
3790,29353821,2000V2_1103,Relevant,39,42,92.85714285714286
3380,25971726,pk_random,Not Relevant,39,42,92.85714285714286
1790,11992685,pk_random,Not Relevant,39,42,92.85714285714286
2572,19086315,random_1000_pmids,Not Relevant,40,43,93.02325581395348
16,209739,2000V2_1103,Not Relevant,40,43,93.02325581395348
245,1991835,pk_random,Not Relevant,40,43,93.02325581395348
2311,16995327,2000V2_1103,Relevant,40,43,93.02325581395348
2114,15715596,random_1000_pmids,Not Relevant,40,43,93.02325581395348
2978,22757747,pk_random,Relevant,40,43,93.02325581395348
1104,7916183,2000V2_1103,Not Relevant,40,43,93.02325581395348
799,6180066,2000V2_1103,Not Relevant,27,29,93.10344827586206
2241,16596469,random_1000_pmids,Relevant,42,45,93.33333333333333
1424,9808337,2000V2_1103,Not Relevant,28,30,93.33333333333333
680,4443807,2000V2_1103,Not Relevant,28,30,93.33333333333333
3930,30536420,random_1000_pmids,Relevant,42,45,93.33333333333333
3727,28771277,2000V2_1103,Not Relevant,42,45,93.33333333333333
281,2196803,2000V2_1103,Not Relevant,43,46,93.47826086956522
1803,12067574,2000V2_1103,Not Relevant,43,46,93.47826086956522
1433,9816007,2000V2_1103,Not Relevant,29,31,93.54838709677419
3004,22983304,random_1000_pmids,Relevant,29,31,93.54838709677419
637,4020636,2000V2_1103,Relevant,44,47,93.61702127659575
949,7028663,pk_random,Not Relevant,45,48,93.75
733,5157766,random_1000_pmids,Not Relevant,30,32,93.75
969,7120117,pk_random,Relevant,45,48,93.75
1630,11134556,random_1000_pmids,Not Relevant,30,32,93.75
147,1523865,random_1000_pmids,Relevant,46,49,93.87755102040816
564,3581803,2000V2_1103,Not Relevant,46,49,93.87755102040816
834,6396052,2000V2_1103,Not Relevant,31,33,93.93939393939394
3078,23631383,random_1000_pmids,Not Relevant,31,33,93.93939393939394
1608,10997403,random_1000_pmids,Not Relevant,32,34,94.11764705882352
3942,30642931,2000V2_1103,Relevant,33,35,94.28571428571428
2565,19051337,pk_random,Not Relevant,33,35,94.28571428571428
3386,26010306,random_1000_pmids,Not Relevant,33,35,94.28571428571428
1908,12759895,pk_random,Relevant,33,35,94.28571428571428
802,6204966,pk_random,Not Relevant,34,36,94.44444444444444
202,1765042,pk_random,Relevant,34,36,94.44444444444444
1450,9895415,random_1000_pmids,Relevant,34,36,94.44444444444444
3920,30390924,pk_random,Not Relevant,34,36,94.44444444444444
632,3973937,2000V2_1103,Not Relevant,36,38,94.73684210526315
1699,11477331,pk_random,Not Relevant,36,38,94.73684210526315
3300,25380542,pk_random,Not Relevant,36,38,94.73684210526315
426,2810739,random_1000_pmids,Relevant,36,38,94.73684210526315
66,712604,2000V2_1103,Relevant,36,38,94.73684210526315
565,3586127,2000V2_1103,Relevant,36,38,94.73684210526315
480,3141451,2000V2_1103,Not Relevant,36,38,94.73684210526315
1877,12591350,pk_random,Not Relevant,36,38,94.73684210526315
2607,19403950,random_1000_pmids,Not Relevant,36,38,94.73684210526315
70,734081,random_1000_pmids,Not Relevant,36,38,94.73684210526315
64,703012,2000V2_1103,Not Relevant,37,39,94.87179487179486
3825,29574688,pk_random,Relevant,37,39,94.87179487179486
1095,7882176,2000V2_1103,Relevant,37,39,94.87179487179486
2836,21515047,2000V2_1103,Not Relevant,37,39,94.87179487179486
3346,25697809,pk_random,Not Relevant,37,39,94.87179487179486
371,2582539,2000V2_1103,Not Relevant,38,40,95.0
215,1826901,2000V2_1103,Relevant,38,40,95.0
1948,12975333,pk_random,Not Relevant,38,40,95.0
2226,16446602,2000V2_1103,Relevant,39,41,95.1219512195122
587,3668859,random_1000_pmids,Not Relevant,39,41,95.1219512195122
668,4359739,random_1000_pmids,Not Relevant,39,41,95.1219512195122
1010,7413726,pk_random,Not Relevant,39,41,95.1219512195122
1607,10993198,pk_random,Relevant,39,41,95.1219512195122
1406,9723828,random_1000_pmids,Not Relevant,40,42,95.23809523809523
3539,27203278,pk_random,Not Relevant,40,42,95.23809523809523
3702,28604143,random_1000_pmids,Not Relevant,40,42,95.23809523809523
3227,24866515,pk_random,Not Relevant,40,42,95.23809523809523
855,6482701,2000V2_1103,Not Relevant,40,42,95.23809523809523
3691,28521250,random_1000_pmids,Not Relevant,40,42,95.23809523809523
3590,27668697,2000V2_1103,Relevant,40,42,95.23809523809523
3990,31502101,2000V2_1103,Not Relevant,40,42,95.23809523809523
3493,26886328,2000V2_1103,Not Relevant,40,42,95.23809523809523
46,536469,2000V2_1103,Not Relevant,41,43,95.34883720930233
3966,30963393,2000V2_1103,Not Relevant,41,43,95.34883720930233
459,2975286,2000V2_1103,Not Relevant,41,43,95.34883720930233
3456,26547309,pk_random,Not Relevant,41,43,95.34883720930233
1838,12386131,pk_random,Relevant,42,44,95.45454545454545
3598,27735915,2000V2_1103,Not Relevant,42,44,95.45454545454545
3453,26517139,pk_random,Not Relevant,43,45,95.55555555555556
1817,12127523,random_1000_pmids,Relevant,43,45,95.55555555555556
2140,15885459,2000V2_1103,Not Relevant,43,45,95.55555555555556
3325,25590058,2000V2_1103,Not Relevant,44,46,95.65217391304348
256,2046021,2000V2_1103,Not Relevant,44,46,95.65217391304348
543,3439792,pk_random,Relevant,44,46,95.65217391304348
999,7325699,2000V2_1103,Relevant,44,46,95.65217391304348
2524,18609420,random_1000_pmids,Not Relevant,45,47,95.74468085106383
573,3609113,random_1000_pmids,Relevant,45,47,95.74468085106383
1563,10747237,2000V2_1103,Not Relevant,46,48,95.83333333333334
1860,12488482,pk_random,Relevant,46,48,95.83333333333334
759,5618585,pk_random,Not Relevant,47,49,95.91836734693877
3533,27161280,random_1000_pmids,Not Relevant,47,49,95.91836734693877
3246,24982342,2000V2_1103,Not Relevant,48,50,96.0
289,2229205,pk_random,Relevant,49,51,96.07843137254902
577,3618775,2000V2_1103,Not Relevant,25,26,96.15384615384616
1584,10846013,pk_random,Not Relevant,27,28,96.42857142857143
3343,25686902,2000V2_1103,Not Relevant,28,29,96.55172413793103
73,812652,2000V2_1103,Not Relevant,28,29,96.55172413793103
3965,30961123,2000V2_1103,Relevant,28,29,96.55172413793103
3971,31005745,random_1000_pmids,Not Relevant,29,30,96.66666666666667
1419,9792531,2000V2_1103,Not Relevant,29,30,96.66666666666667
907,6773291,random_1000_pmids,Relevant,30,31,96.7741935483871
1006,7396455,2000V2_1103,Relevant,30,31,96.7741935483871
1344,9311449,random_1000_pmids,Not Relevant,32,33,96.96969696969697
65,709096,random_1000_pmids,Relevant,32,33,96.96969696969697
232,1933851,random_1000_pmids,Relevant,32,33,96.96969696969697
3084,23709417,pk_random,Not Relevant,33,34,97.05882352941177
2148,15927907,2000V2_1103,Not Relevant,33,34,97.05882352941177
3902,30218123,2000V2_1103,Not Relevant,33,34,97.05882352941177
578,3618793,2000V2_1103,Not Relevant,33,34,97.05882352941177
589,3676163,2000V2_1103,Not Relevant,33,34,97.05882352941177
3716,28705021,2000V2_1103,Not Relevant,33,34,97.05882352941177
2764,20938175,2000V2_1103,Not Relevant,33,34,97.05882352941177
3560,27393562,random_1000_pmids,Relevant,34,35,97.14285714285714
2456,18059051,2000V2_1103,Relevant,34,35,97.14285714285714
865,6518091,2000V2_1103,Relevant,34,35,97.14285714285714
2293,16891160,pk_random,Relevant,34,35,97.14285714285714
405,2718218,2000V2_1103,Not Relevant,34,35,97.14285714285714
3210,24692697,random_1000_pmids,Not Relevant,35,36,97.22222222222221
3205,24646704,2000V2_1103,Relevant,35,36,97.22222222222221
2581,19156669,pk_random,Relevant,35,36,97.22222222222221
1117,7971714,pk_random,Not Relevant,35,36,97.22222222222221
97,1148050,2000V2_1103,Not Relevant,35,36,97.22222222222221
2907,22152281,pk_random,Not Relevant,35,36,97.22222222222221
1921,12822447,random_1000_pmids,Not Relevant,35,36,97.22222222222221
527,3367511,2000V2_1103,Relevant,35,36,97.22222222222221
2837,21519214,pk_random,Not Relevant,36,37,97.2972972972973
1167,8233233,pk_random,Not Relevant,36,37,97.2972972972973
3657,28277886,2000V2_1103,Not Relevant,36,37,97.2972972972973
2369,17392396,random_1000_pmids,Relevant,36,37,97.2972972972973
2321,17082877,random_1000_pmids,Relevant,37,38,97.36842105263158
1463,10085183,2000V2_1103,Not Relevant,37,38,97.36842105263158
136,1485175,2000V2_1103,Not Relevant,37,38,97.36842105263158
797,6149842,2000V2_1103,Not Relevant,37,38,97.36842105263158
651,4077440,random_1000_pmids,Relevant,37,38,97.36842105263158
1212,8500773,random_1000_pmids,Not Relevant,37,38,97.36842105263158
3671,28388512,pk_random,Not Relevant,37,38,97.36842105263158
3461,26626946,pk_random,Not Relevant,37,38,97.36842105263158
2586,19181312,random_1000_pmids,Not Relevant,37,38,97.36842105263158
3469,26689795,pk_random,Not Relevant,37,38,97.36842105263158
3500,26936336,random_1000_pmids,Not Relevant,38,39,97.43589743589743
88,966152,2000V2_1103,Relevant,38,39,97.43589743589743
1656,11288911,2000V2_1103,Not Relevant,38,39,97.43589743589743
1949,12985927,random_1000_pmids,Not Relevant,38,39,97.43589743589743
2711,20207056,pk_random,Not Relevant,38,39,97.43589743589743
664,4264433,pk_random,Not Relevant,38,39,97.43589743589743
3142,24224523,2000V2_1103,Relevant,38,39,97.43589743589743
857,6487473,random_1000_pmids,Relevant,38,39,97.43589743589743
2694,20123197,2000V2_1103,Relevant,38,39,97.43589743589743
2927,22367877,2000V2_1103,Not Relevant,38,39,97.43589743589743
3982,31228872,random_1000_pmids,Relevant,38,39,97.43589743589743
3796,29409861,2000V2_1103,Not Relevant,38,39,97.43589743589743
3617,27941394,pk_random,Relevant,39,40,97.5
621,3915966,random_1000_pmids,Not Relevant,39,40,97.5
1122,7988515,2000V2_1103,Not Relevant,39,40,97.5
2254,16684712,pk_random,Relevant,39,40,97.5
3033,23253428,2000V2_1103,Not Relevant,39,40,97.5
1082,7789393,2000V2_1103,Not Relevant,39,40,97.5
1933,12890006,2000V2_1103,Relevant,39,40,97.5
3232,24883145,2000V2_1103,Not Relevant,39,40,97.5
2147,15921268,random_1000_pmids,Not Relevant,40,41,97.5609756097561
